problem_idx,generation_accuracy,selection_accuracy,selection_precision,selection_recall,selection_f1,selection_tp,selection_tn,selection_fp,selection_fn,feature_thresholds,insufficient_data
58,0.904,1,1.0,1.0,1.0,1,0,0,0,"{'internlm_scores': np.float64(0.6246159672737122), 'skyworks_scores': np.float64(0.6988636404275894), 'offset_bias_scores': np.float64(0.7555936276912689), 'gpm_scores': np.float64(0.6228912472724915), 'urm_scores': np.float64(0.7653605937957764), 'qrm_scores': np.float64(0.8050649166107178), 'grm_scores': np.float64(0.6483305096626282), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'grm_llama32_scores': np.float64(0.6563701033592224), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5), 'grm_gemma_scores': np.float64(0.7945103645324707), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5)}",False
59,0.972,0,0.0,0.0,0.0,0,0,1,1,"{'internlm_scores': np.float64(0.5968243330717087), 'gpm_scores': np.float64(0.673933357000351), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'qrm_scores': np.float64(0.7878378927707672), 'grm_gemma_scores': np.float64(0.6995692253112793), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'grm_llama32_scores': np.float64(0.8222602605819702), 'offset_bias_scores': np.float64(0.8482160568237305), 'urm_scores': np.float64(0.7423712611198425), 'grm_scores': np.float64(0.6661115288734436), 'skyworks_scores': np.float64(0.7285622954368591), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5)}",False
60,0.912,1,1.0,1.0,1.0,1,0,0,0,"{'internlm_scores': np.float64(0.6796379089355469), 'grm_scores': np.float64(0.6347565352916718), 'urm_scores': np.float64(0.7187381684780121), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'skyworks_scores': np.float64(0.6462882161140442), 'grm_llama32_scores': np.float64(0.6210365295410156), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'gpm_scores': np.float64(0.6967810988426208), 'grm_gemma_scores': np.float64(0.6299940496683121), 'offset_bias_scores': np.float64(0.7604306936264038), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'qrm_scores': np.float64(0.7714315950870514), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5)}",False
61,0.996,0,0.0,0.0,0.0,0,0,1,1,"{'grm_llama32_scores': np.float64(0.7367798984050751), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'grm_scores': np.float64(0.7758349478244781), 'qrm_scores': np.float64(0.6813084185123444), 'grm_gemma_scores': np.float64(0.7710888087749481), 'internlm_scores': np.float64(0.6113636344671249), 'skyworks_scores': np.float64(0.7703687846660614), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'urm_scores': np.float64(0.5595575720071793), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5), 'gpm_scores': np.float64(0.6082364320755005), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'offset_bias_scores': np.float64(0.7217867076396942), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5)}",False
62,0.96,1,1.0,1.0,1.0,1,0,0,0,"{'qrm_scores': np.float64(0.6983660161495209), 'internlm_scores': np.float64(0.4539204239845276), 'offset_bias_scores': np.float64(0.5589966326951981), 'urm_scores': np.float64(0.5200944989919662), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5), 'grm_scores': np.float64(0.4977881461381912), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5), 'grm_llama32_scores': np.float64(0.6483056098222733), 'skyworks_scores': np.float64(0.6474439054727554), 'grm_gemma_scores': np.float64(0.7461166977882385), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'gpm_scores': np.float64(0.49247220158576965), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5)}",False
63,0.868,1,1.0,1.0,1.0,1,0,0,0,"{'internlm_scores': np.float64(0.6337943822145462), 'grm_scores': np.float64(0.6627349853515625), 'urm_scores': np.float64(0.6112900972366333), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'skyworks_scores': np.float64(0.705753967165947), 'grm_gemma_scores': np.float64(0.63397616147995), 'grm_llama32_scores': np.float64(0.6969563364982605), 'gpm_scores': np.float64(0.6842620074748993), 'qrm_scores': np.float64(0.6378761380910873), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5), 'offset_bias_scores': np.float64(0.8031777143478394), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5)}",False
64,0.936,0,0.0,0.0,0.0,0,0,1,1,"{'qrm_scores': np.float64(0.5142689198255539), 'grm_scores': np.float64(0.6281337440013885), 'offset_bias_scores': np.float64(0.6539931893348694), 'urm_scores': np.float64(0.46836379170417786), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'gpm_scores': np.float64(0.6976917237043381), 'grm_llama32_scores': np.float64(0.6387199312448502), 'skyworks_scores': np.float64(0.5665983557701111), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'grm_gemma_scores': np.float64(0.6999841034412384), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5), 'internlm_scores': np.float64(0.5207931399345398), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5)}",False
65,0.904,1,1.0,1.0,1.0,1,0,0,0,"{'grm_llama32_scores': np.float64(0.7055052220821381), 'grm_scores': np.float64(0.6967819631099701), 'internlm_scores': np.float64(0.6855243146419525), 'grm_gemma_scores': np.float64(0.8063663840293884), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'skyworks_scores': np.float64(0.7566371858119965), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'offset_bias_scores': np.float64(0.7827736139297485), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'qrm_scores': np.float64(0.7658578753471375), 'gpm_scores': np.float64(0.6328542679548264), 'urm_scores': np.float64(0.6861323118209839), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5)}",False
66,0.956,0,0.0,0.0,0.0,0,0,1,1,"{'qrm_scores': np.float64(0.5987891852855682), 'grm_scores': np.float64(0.7220943570137024), 'offset_bias_scores': np.float64(0.789084404706955), 'internlm_scores': np.float64(0.6035240441560745), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'gpm_scores': np.float64(0.6836028695106506), 'grm_llama32_scores': np.float64(0.7170693576335907), 'judge_gpt-4o_verdicts': np.float64(0.5), 'skyworks_scores': np.float64(0.721484363079071), 'grm_gemma_scores': np.float64(0.7516845166683197), 'urm_scores': np.float64(0.5705087929964066), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5)}",False
67,0.872,1,1.0,1.0,1.0,1,0,0,0,"{'internlm_scores': np.float64(0.4911985471844673), 'grm_scores': np.float64(0.6068788766860962), 'offset_bias_scores': np.float64(0.7602983266115189), 'qrm_scores': np.float64(0.7034099698066711), 'urm_scores': np.float64(0.6038529276847839), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'gpm_scores': np.float64(0.7362675219774246), 'grm_llama32_scores': np.float64(0.5729245096445084), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'grm_gemma_scores': np.float64(0.6466404497623444), 'skyworks_scores': np.float64(0.611132800579071), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5)}",False
68,0.972,1,1.0,1.0,1.0,1,0,0,0,"{'grm_llama32_scores': np.float64(0.6539524644613266), 'internlm_scores': np.float64(0.4791210740804672), 'skyworks_scores': np.float64(0.6316056847572327), 'grm_gemma_scores': np.float64(0.6822874844074249), 'gpm_scores': np.float64(0.598440021276474), 'judge_gpt-4o_verdicts': np.float64(0.5), 'urm_scores': np.float64(0.7834174335002899), 'grm_scores': np.float64(0.6413926780223846), 'judge_llama-3.1-nemotron-70b-instruct-hf_verdicts': np.float64(0.5), 'offset_bias_scores': np.float64(0.7429590225219727), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'qrm_scores': np.float64(0.7863858342170715), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5)}",False
69,0.884,0,0.0,0.0,0.0,0,0,1,1,"{'grm_llama32_scores': np.float64(0.7039473652839661), 'grm_scores': np.float64(0.6198614984750748), 'internlm_scores': np.float64(0.6143037974834442), 'grm_gemma_scores': np.float64(0.7135924994945526), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'gpm_scores': np.float64(0.6168737411499023), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'urm_scores': np.float64(0.5924670100212097), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'offset_bias_scores': np.float64(0.8055815696716309), 'skyworks_scores': np.float64(0.7908163070678711), 'qrm_scores': np.float64(0.6861977577209473), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5)}",False
70,0.972,0,0.0,0.0,0.0,0,0,1,1,"{'internlm_scores': np.float64(0.5446129441261292), 'gpm_scores': np.float64(0.5957287847995758), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'skyworks_scores': np.float64(0.6597927212715149), 'grm_llama32_scores': np.float64(0.718237429857254), 'urm_scores': np.float64(0.6115664541721344), 'grm_scores': np.float64(0.6222448348999023), 'offset_bias_scores': np.float64(0.7857410460710526), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'grm_gemma_scores': np.float64(0.7242188900709152), 'qrm_scores': np.float64(0.5972610116004944), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5)}",False
71,0.896,1,1.0,1.0,1.0,1,0,0,0,"{'internlm_scores': np.float64(0.5986397415399551), 'offset_bias_scores': np.float64(0.800211489200592), 'qrm_scores': np.float64(0.7699799835681915), 'urm_scores': np.float64(0.7151490747928619), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'grm_llama32_scores': np.float64(0.7192727327346802), 'grm_scores': np.float64(0.6438116729259491), 'grm_gemma_scores': np.float64(0.7185010313987732), 'gpm_scores': np.float64(0.6857029795646667), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'skyworks_scores': np.float64(0.7804588675498962), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5)}",False
72,0.999,0,0.0,0.0,0.0,0,0,1,1,{},True
73,0.952,0,0.0,0.0,0.0,0,0,1,1,"{'internlm_scores': np.float64(0.28874218463897705), 'grm_scores': np.float64(0.7153178453445435), 'qrm_scores': np.float64(0.7373309433460236), 'grm_gemma_scores': np.float64(0.6640992313623428), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'gpm_scores': np.float64(0.644859790802002), 'offset_bias_scores': np.float64(0.8507181406021118), 'grm_llama32_scores': np.float64(0.6830585896968842), 'urm_scores': np.float64(0.5407719016075134), 'skyworks_scores': np.float64(0.7237936556339264), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5)}",False
74,0.976,0,0.0,0.0,0.0,0,0,1,1,"{'internlm_scores': np.float64(0.698404848575592), 'gpm_scores': np.float64(0.5902947187423706), 'offset_bias_scores': np.float64(0.8383214771747589), 'qrm_scores': np.float64(0.6762795597314835), 'urm_scores': np.float64(0.6062944233417511), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'skyworks_scores': np.float64(0.7180385291576385), 'grm_llama32_scores': np.float64(0.6779557466506958), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5), 'grm_scores': np.float64(0.6670574992895126), 'grm_gemma_scores': np.float64(0.7192862778902054), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5)}",False
75,0.868,1,1.0,1.0,1.0,1,0,0,0,"{'internlm_scores': np.float64(0.6615763902664185), 'gpm_scores': np.float64(0.6815703213214874), 'offset_bias_scores': np.float64(0.8198529481887817), 'qrm_scores': np.float64(0.7403916269540787), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'grm_llama32_scores': np.float64(0.6453632116317749), 'grm_scores': np.float64(0.6431625783443451), 'urm_scores': np.float64(0.5622170865535736), 'grm_gemma_scores': np.float64(0.7665425091981888), 'skyworks_scores': np.float64(0.7393333315849304), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5)}",False
76,0.756,1,1.0,1.0,1.0,1,0,0,0,"{'internlm_scores': np.float64(0.5151695907115936), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'grm_scores': np.float64(0.6289438605308533), 'qrm_scores': np.float64(0.6721907258033752), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'gpm_scores': np.float64(0.7019500881433487), 'grm_llama32_scores': np.float64(0.6515372395515442), 'offset_bias_scores': np.float64(0.7607788741588593), 'skyworks_scores': np.float64(0.5959742069244385), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'grm_gemma_scores': np.float64(0.6911786496639252), 'urm_scores': np.float64(0.6342822909355164), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5)}",False
77,0.944,1,1.0,1.0,1.0,1,0,0,0,"{'qrm_scores': np.float64(0.88258296251297), 'internlm_scores': np.float64(0.606622964143753), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'gpm_scores': np.float64(0.5094146430492401), 'grm_scores': np.float64(0.782017707824707), 'judge_gpt-4o_verdicts': np.float64(0.5), 'urm_scores': np.float64(0.8896898031234741), 'offset_bias_scores': np.float64(0.8125710487365723), 'grm_gemma_scores': np.float64(0.8521904051303864), 'skyworks_scores': np.float64(0.8703170120716095), 'grm_llama32_scores': np.float64(0.8005411028862), 'judge_llama-3.1-nemotron-70b-instruct-hf_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5)}",False
78,0.972,1,1.0,1.0,1.0,1,0,0,0,"{'qrm_scores': np.float64(0.838806226849556), 'internlm_scores': np.float64(0.7066551446914673), 'offset_bias_scores': np.float64(0.8159179389476776), 'urm_scores': np.float64(0.8103907108306885), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'grm_llama32_scores': np.float64(0.7661037594079971), 'grm_scores': np.float64(0.713088184595108), 'skyworks_scores': np.float64(0.8038793206214905), 'gpm_scores': np.float64(0.5868837535381317), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'grm_gemma_scores': np.float64(0.797887533903122), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5)}",False
79,0.964,1,1.0,1.0,1.0,1,0,0,0,"{'grm_llama32_scores': np.float64(0.6938585042953491), 'grm_scores': np.float64(0.4947451800107956), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'internlm_scores': np.float64(0.4231049567461014), 'urm_scores': np.float64(0.5543584227561951), 'qrm_scores': np.float64(0.6360908448696136), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'gpm_scores': np.float64(0.6268286108970642), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5), 'offset_bias_scores': np.float64(0.5670349299907684), 'skyworks_scores': np.float64(0.512574702501297), 'grm_gemma_scores': np.float64(0.6012721061706543), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5)}",False
80,0.88,1,1.0,1.0,1.0,1,0,0,0,"{'qrm_scores': np.float64(0.7781239151954651), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'internlm_scores': np.float64(0.5496465861797333), 'grm_gemma_scores': np.float64(0.6710928827524185), 'skyworks_scores': np.float64(0.7880116999149323), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'grm_llama32_scores': np.float64(0.6986124515533447), 'judge_gpt-4o_verdicts': np.float64(0.5), 'urm_scores': np.float64(0.724030077457428), 'grm_scores': np.float64(0.6136684119701385), 'offset_bias_scores': np.float64(0.7615860998630524), 'gpm_scores': np.float64(0.6880584955215454), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5)}",False
81,0.852,1,1.0,1.0,1.0,1,0,0,0,"{'internlm_scores': np.float64(0.4369758814573288), 'grm_scores': np.float64(0.6112210154533386), 'urm_scores': np.float64(0.6968500465154648), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'skyworks_scores': np.float64(0.7769978642463684), 'gpm_scores': np.float64(0.5162088871002197), 'grm_llama32_scores': np.float64(0.6978615522384644), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'grm_gemma_scores': np.float64(0.6996036916971207), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'offset_bias_scores': np.float64(0.800456315279007), 'qrm_scores': np.float64(0.7833924889564514), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5)}",False
82,0.82,0,0.0,0.0,0.0,0,0,1,1,"{'internlm_scores': np.float64(0.6899268478155136), 'gpm_scores': np.float64(0.7971208691596985), 'offset_bias_scores': np.float64(0.8587031364440918), 'qrm_scores': np.float64(0.7458436787128448), 'urm_scores': np.float64(0.6509883403778076), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'grm_scores': np.float64(0.6860883235931396), 'skyworks_scores': np.float64(0.7099056541919708), 'grm_gemma_scores': np.float64(0.746025025844574), 'grm_llama32_scores': np.float64(0.8093434274196625), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5)}",False
83,0.948,1,1.0,1.0,1.0,1,0,0,0,"{'internlm_scores': np.float64(0.4529755413532257), 'grm_scores': np.float64(0.6063405722379684), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'urm_scores': np.float64(0.5257667601108551), 'gpm_scores': np.float64(0.48195289075374603), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'grm_llama32_scores': np.float64(0.6688591092824936), 'skyworks_scores': np.float64(0.4881075620651245), 'qrm_scores': np.float64(0.6477074325084686), 'offset_bias_scores': np.float64(0.7869718074798584), 'grm_gemma_scores': np.float64(0.6943467855453491), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_llama-3.1-nemotron-70b-instruct-hf_verdicts': np.float64(0.5)}",False
84,0.688,0,0.0,0.0,0.0,0,0,1,1,"{'internlm_scores': np.float64(0.41704893112182617), 'gpm_scores': np.float64(0.5666666626930237), 'offset_bias_scores': np.float64(0.7702375948429108), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'qrm_scores': np.float64(0.6121140420436859), 'grm_llama32_scores': np.float64(0.6260027289390564), 'grm_scores': np.float64(0.5326756834983826), 'skyworks_scores': np.float64(0.601118415594101), 'grm_gemma_scores': np.float64(0.5305581539869308), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'urm_scores': np.float64(0.4942171722650528), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5)}",False
